// Start Time: 0
// Sample rate: 50.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_w	Quat_x	Quat_y	Quat_z
 1196	5.351285	9.570428	1.749189	-0.013926	0.619292	0.689121	-0.100108	-0.736220	0.146925	0.741639	0.591964	-0.305732	-0.077964	
 1197	5.995687	10.537045	1.689119	0.107019	0.707984	0.707029	-0.111098	-0.732969	0.150814	0.743760	0.590972	-0.304871	-0.068014	
 1198	5.407932	9.860792	2.003906	0.199930	0.826871	0.524536	-0.117770	-0.729819	0.153776	0.745424	0.591383	-0.301957	-0.058578	
 1199	7.229486	13.578268	2.211011	0.412200	0.810393	0.338470	-0.122754	-0.727335	0.162587	0.745689	0.593703	-0.298303	-0.049801	
 1200	7.601051	13.936887	-0.773103	0.189418	1.238939	0.205855	-0.131485	-0.725067	0.173561	0.748306	0.595060	-0.290372	-0.040305	
 1201	5.697178	11.744525	1.371461	0.758446	0.946485	0.098618	-0.134317	-0.722482	0.179035	0.746584	0.600633	-0.284360	-0.031489	
 1202	3.268250	10.350006	0.574046	0.447410	0.736800	0.056503	-0.136132	-0.722287	0.189620	0.745985	0.604013	-0.279345	-0.025331	
 1203	3.920119	11.230051	-0.713230	0.820357	0.572960	0.063980	-0.138301	-0.719636	0.201053	0.742630	0.609966	-0.275836	-0.018888	
 1204	5.355716	11.483487	-1.703541	0.884259	0.693229	0.174842	-0.142282	-0.716064	0.217705	0.739136	0.616132	-0.271920	-0.010884	
 1205	5.830550	11.189826	-2.716293	0.810272	0.741238	0.172983	-0.147828	-0.713029	0.231038	0.736062	0.621674	-0.267818	-0.002604	
 1206	5.667321	10.180521	-3.014892	0.805805	1.031908	0.114824	-0.148725	-0.708832	0.245088	0.733757	0.627262	-0.260952	0.006852	
 1207	5.339281	10.127663	-3.575650	0.858821	1.394498	0.003701	-0.155781	-0.705861	0.256317	0.731731	0.633450	-0.250962	0.018123	
 1208	4.543391	8.935099	-3.315200	0.567949	1.405658	-0.080147	-0.164956	-0.702460	0.263403	0.731591	0.637471	-0.240056	0.027901	
 1209	3.717010	7.789337	-3.264805	0.458046	1.362891	-0.153039	-0.169877	-0.700828	0.268060	0.731633	0.640912	-0.229320	0.036835	
 1210	3.374639	6.714012	-3.101428	0.368069	1.594411	-0.185729	-0.174416	-0.698501	0.269943	0.732897	0.643350	-0.216318	0.046571	
 1211	3.167004	6.008341	-2.649794	0.203474	1.854824	-0.220228	-0.178588	-0.699341	0.268459	0.735223	0.644587	-0.201587	0.057603	
 1212	3.053641	5.751991	-2.091049	-0.078218	1.943005	-0.272528	-0.183833	-0.699479	0.263304	0.739654	0.643313	-0.185573	0.067991	
 1213	2.746788	4.737067	-1.310569	0.377841	2.040372	-0.143982	-0.191403	-0.696857	0.258042	0.740560	0.645137	-0.169711	0.081039	
 1214	2.383380	5.369564	-1.033075	0.228778	2.033114	-0.122882	-0.198779	-0.695055	0.253806	0.742472	0.645254	-0.153663	0.093652	
 1215	2.643030	5.363398	-0.931441	0.362584	1.870666	-0.037095	-0.205191	-0.690543	0.251455	0.742500	0.646448	-0.139641	0.106298	
 1216	2.668498	5.838581	-1.089322	0.371609	1.978964	-0.020781	-0.212753	-0.683653	0.246659	0.742724	0.647000	-0.124413	0.119470	
 1217	2.261298	6.100278	-1.114850	0.432845	2.098658	-0.029987	-0.220359	-0.679797	0.243419	0.741969	0.647943	-0.108577	0.133651	
 1218	1.724787	6.639404	-1.195763	0.391913	2.033409	-0.049585	-0.226316	-0.674407	0.239907	0.741534	0.648049	-0.092644	0.146891	
 1219	2.136212	7.920344	-1.298607	0.349352	1.857940	-0.027807	-0.231755	-0.666725	0.233921	0.740441	0.648215	-0.078635	0.159315	
 1220	3.055165	9.864739	-1.472037	0.237526	1.758070	-0.044618	-0.237408	-0.661370	0.228689	0.740224	0.647110	-0.064959	0.170578	
 1221	3.483326	11.051232	-1.386533	0.036356	1.630224	-0.067010	-0.238155	-0.657231	0.218539	0.740556	0.645024	-0.052861	0.180903	
 1222	3.668563	11.881029	-1.081784	-0.293575	1.583287	-0.063124	-0.240234	-0.654541	0.207211	0.743289	0.639942	-0.041274	0.190505	
 1223	3.899428	12.611784	-0.581666	-0.584235	1.554992	0.057131	-0.241010	-0.653309	0.196213	0.746912	0.633069	-0.031660	0.200858	
 1224	2.702473	11.555889	0.554090	-0.372770	1.413510	0.157606	-0.242056	-0.652048	0.179447	0.749304	0.627336	-0.022864	0.210879	
 1225	2.329314	12.043510	1.380865	-0.175760	1.031553	0.331903	-0.244823	-0.648267	0.169964	0.749354	0.624299	-0.018016	0.219985	
 1226	7.768601	17.266205	-0.048882	0.276620	1.151735	0.549397	-0.252495	-0.645408	0.165235	0.746544	0.623696	-0.012223	0.231357	
 1227	3.402114	12.286919	2.814481	-0.298967	1.160808	0.195617	-0.255282	-0.645190	0.149545	0.747471	0.619317	-0.005920	0.240206	
 1228	0.374448	10.830666	1.507690	-0.211358	1.029691	0.010744	-0.251721	-0.644102	0.143504	0.748753	0.615241	0.001185	0.246670	
 1229	1.238827	11.595384	0.618219	-0.241882	1.203561	-0.024620	-0.249989	-0.646099	0.136498	0.749677	0.611048	0.009395	0.254001	
 1230	2.207502	12.094463	1.149718	-0.174303	1.462477	0.019041	-0.248973	-0.647887	0.125169	0.750453	0.605976	0.019781	0.263100	
 1231	1.732149	11.621077	2.067648	-0.377730	1.581432	-0.121381	-0.245899	-0.651607	0.108326	0.752107	0.599534	0.031088	0.271896	
 1232	1.392822	11.267017	2.715373	-0.257290	1.575815	-0.141412	-0.242590	-0.654250	0.096597	0.753424	0.593210	0.043067	0.280355	
 1233	0.885267	10.190849	2.948830	-0.220673	1.527517	-0.115599	-0.240196	-0.657311	0.087210	0.753809	0.587784	0.054402	0.288658	
 1234	1.127016	9.320396	3.019786	0.222459	1.504529	0.034108	-0.237381	-0.660411	0.081327	0.751474	0.585086	0.066164	0.297631	
 1235	1.149789	9.300911	2.177858	0.356566	1.519102	0.105338	-0.236958	-0.661233	0.079335	0.747502	0.583859	0.077823	0.307071	
 1236	1.451194	8.933545	1.282676	0.584994	1.499362	0.249231	-0.238895	-0.663008	0.078917	0.742032	0.583763	0.089347	0.317217	
 1237	1.546024	8.629961	1.058301	0.333335	1.488681	0.353082	-0.240127	-0.663354	0.077228	0.737061	0.582392	0.099211	0.328204	
 1238	1.960661	7.828551	0.880149	-0.023823	1.557996	0.471008	-0.244304	-0.663375	0.072947	0.733986	0.577513	0.107847	0.340752	
 1239	1.787473	6.998362	1.101424	0.089708	1.785375	0.704107	-0.251028	-0.662673	0.066374	0.728519	0.573392	0.116998	0.356080	
 1240	1.474094	6.978080	1.222282	0.067449	1.772505	0.765940	-0.258791	-0.661051	0.059614	0.723170	0.568383	0.125726	0.371697	
 1241	1.938785	5.781091	1.716206	0.075489	1.611028	0.804497	-0.270249	-0.659812	0.050605	0.717128	0.564505	0.132880	0.386529	
 1242	2.184214	5.936469	1.878517	-0.048350	1.520311	0.729927	-0.276723	-0.656691	0.044083	0.712430	0.559194	0.139448	0.400374	
 1243	2.455532	5.565835	2.755383	0.131739	1.528672	0.671063	-0.282609	-0.653105	0.039212	0.706314	0.555487	0.146875	0.413501	
 1244	2.611071	5.821414	3.009480	0.216533	1.530034	0.571483	-0.286610	-0.649968	0.036193	0.700378	0.551477	0.155375	0.425680	
 1245	2.509657	5.678221	3.420493	0.342624	1.454670	0.508505	-0.289570	-0.648691	0.033347	0.693541	0.548974	0.163935	0.436753	
 1246	2.627243	6.473146	3.505367	0.499155	1.467519	0.450584	-0.293756	-0.646843	0.031768	0.686309	0.546717	0.173792	0.447075	
 1247	2.782514	7.040989	3.713248	0.575633	1.456046	0.431163	-0.296252	-0.643114	0.033536	0.678204	0.545353	0.183680	0.457045	
 1248	3.235520	7.881697	3.859033	0.628025	1.357231	0.396309	-0.295690	-0.641295	0.037477	0.670365	0.544097	0.193568	0.465940	
 1249	2.939699	7.809112	3.969978	0.616916	1.327864	0.373186	-0.297847	-0.639921	0.040836	0.662235	0.543178	0.202959	0.474563	
 1250	3.616435	9.015323	3.925346	0.801632	1.261955	0.412367	-0.299600	-0.638969	0.047291	0.653254	0.543295	0.212852	0.482477	
 1251	3.454545	9.184965	3.726077	0.812696	1.268439	0.348828	-0.301232	-0.635869	0.053785	0.643999	0.543602	0.222777	0.490032	
 1252	3.153425	9.942159	3.406110	1.023354	1.198185	0.222372	-0.302731	-0.633182	0.063091	0.634567	0.544774	0.234268	0.495646	
 1253	3.122544	10.791345	2.698025	1.080947	1.163634	0.121664	-0.301719	-0.633449	0.073717	0.624893	0.546509	0.245961	0.500341	
 1254	8.877202	17.263830	3.102630	1.705355	1.222541	0.329664	-0.302530	-0.633223	0.089315	0.610748	0.551762	0.260272	0.504782	
 1255	3.022483	12.380331	1.965366	0.020407	1.575394	-0.037574	-0.304892	-0.632448	0.093722	0.606228	0.544245	0.269792	0.513320	
 1256	2.468090	11.430705	1.319697	0.788802	1.549012	0.110013	-0.304266	-0.636977	0.098510	0.597069	0.541318	0.282591	0.520216	
 1257	2.705540	10.772400	1.690674	0.640426	1.296809	0.223575	-0.306520	-0.637779	0.102365	0.588288	0.539453	0.292080	0.526876	
 1258	5.616489	12.721821	0.697736	0.902398	1.252107	0.480635	-0.312871	-0.637910	0.109177	0.577123	0.539526	0.301570	0.533756	
 1259	5.539346	11.159587	0.556120	0.785919	1.218292	0.408408	-0.320102	-0.635669	0.113828	0.566474	0.539283	0.310190	0.540429	
 1260	5.530704	10.035305	0.100808	1.466844	1.105004	0.475837	-0.327527	-0.635664	0.125120	0.552433	0.543027	0.321757	0.544437	
 1261	5.991696	10.251512	-1.153161	1.527892	1.156552	0.395733	-0.332213	-0.633252	0.143043	0.537578	0.546969	0.333860	0.548063	
 1262	5.059073	8.913725	-1.892400	1.514203	1.331673	0.232026	-0.337536	-0.631786	0.158237	0.523437	0.548500	0.347982	0.551425	
 1263	3.869030	7.801416	-2.552807	1.404698	1.404454	0.037266	-0.345077	-0.629793	0.169952	0.509877	0.548832	0.362426	0.554487	
 1264	3.184146	7.090405	-2.606021	1.168731	1.426029	-0.028994	-0.348225	-0.630377	0.179370	0.498336	0.546714	0.376281	0.557833	
 1265	3.176680	6.956017	-2.597115	0.937388	1.503537	0.036708	-0.352064	-0.631048	0.184998	0.486555	0.543805	0.388395	0.562752	
 1266	2.979863	6.606766	-2.239345	0.808635	1.611984	0.110178	-0.352740	-0.629569	0.187117	0.475167	0.539036	0.400134	0.568814	
 1267	2.830055	6.279792	-2.015582	0.840507	1.615025	0.229298	-0.360623	-0.629594	0.188616	0.462037	0.535455	0.410954	0.575262	
 1268	3.075421	6.338319	-1.674424	0.857567	1.569297	0.340567	-0.372068	-0.626543	0.191002	0.448929	0.531728	0.421258	0.581610	
 1269	2.840915	6.689759	-1.406136	0.452890	1.559522	0.243301	-0.379273	-0.622439	0.190868	0.437700	0.526444	0.429216	0.589108	
 1270	3.044337	5.949224	-0.889563	0.944920	1.757842	0.286483	-0.388596	-0.619654	0.189241	0.423374	0.521374	0.440895	0.595429	
 1271	2.915305	6.902350	-1.206897	0.622655	1.536698	0.228567	-0.395568	-0.615784	0.188583	0.411143	0.516593	0.449522	0.601683	
 1272	3.237195	6.881607	-1.182138	1.020056	1.436298	0.194152	-0.402493	-0.613847	0.191510	0.398153	0.512962	0.460508	0.605208	
 1273	3.517764	7.805504	-1.728622	0.999102	1.520462	0.117923	-0.408265	-0.608269	0.194700	0.384434	0.508997	0.471599	0.608873	
 1274	3.872889	8.923340	-2.102268	1.036121	1.574753	0.117191	-0.412709	-0.604044	0.198757	0.370922	0.503878	0.483299	0.612328	
 1275	3.948530	10.123895	-2.459893	0.814296	1.499164	0.176392	-0.420966	-0.600740	0.198008	0.357600	0.499310	0.492578	0.616586	
 1276	4.116095	10.934410	-2.408640	0.520027	1.367194	0.277589	-0.425883	-0.595749	0.197499	0.346488	0.494074	0.499255	0.621757	
 1277	4.191880	10.992738	-1.908903	0.256992	1.120811	0.441849	-0.433519	-0.592529	0.193579	0.335997	0.490986	0.502227	0.627540	
 1278	4.647910	11.032733	-1.724214	0.004090	0.876202	0.557080	-0.440817	-0.587509	0.188772	0.328033	0.488293	0.502460	0.633639	
 1279	4.843602	10.494808	-1.161129	-0.182711	0.682423	0.561199	-0.450393	-0.584180	0.181787	0.321069	0.487003	0.500494	0.639726	
 1280	4.525500	10.219231	-0.845481	-0.152428	0.501033	0.489269	-0.455490	-0.581930	0.177213	0.316136	0.485763	0.498760	0.644462	
 1281	8.060343	14.474165	-0.289349	0.293488	0.341770	0.514075	-0.462787	-0.580663	0.174891	0.308808	0.487887	0.498921	0.646283	
 1282	6.102731	13.746463	-2.226068	-0.763407	0.648197	0.119754	-0.465681	-0.580237	0.167891	0.308480	0.481930	0.495410	0.653569	
 1283	2.007184	8.655834	0.236170	0.312308	0.328048	0.101495	-0.465645	-0.581859	0.163055	0.303833	0.482081	0.497697	0.653897	
 1284	1.483241	9.241063	-1.114324	0.046704	0.484196	-0.027769	-0.465999	-0.585232	0.160708	0.301349	0.478929	0.499633	0.655883	
 1285	2.845680	11.726415	-2.126282	-0.055547	0.973095	-0.067106	-0.467010	-0.589129	0.155236	0.296381	0.472822	0.502294	0.660529	
 1286	2.228023	10.340761	-0.810684	0.069330	1.171190	-0.044260	-0.467437	-0.593180	0.140304	0.290418	0.465054	0.506430	0.665516	
 1287	2.215937	11.058276	-1.012582	0.275666	1.398983	-0.086042	-0.468788	-0.594989	0.133236	0.281852	0.456818	0.512515	0.670227	
 1288	1.873498	10.309888	-0.287964	0.156623	1.359814	-0.081623	-0.470288	-0.599171	0.122779	0.274668	0.447702	0.517755	0.675315	
 1289	1.575790	9.732447	-0.205915	0.298436	1.375440	-0.000988	-0.472714	-0.602156	0.114555	0.265509	0.439885	0.523374	0.679769	
 1290	1.801860	9.263571	-0.101733	0.496610	1.217969	0.104293	-0.475866	-0.603874	0.107373	0.256200	0.433447	0.529513	0.682716	
 1291	2.502772	9.400596	-0.582410	0.720559	1.135771	0.224590	-0.479345	-0.604196	0.101528	0.244864	0.429343	0.536215	0.684236	
 1292	2.718829	8.921974	-0.600189	0.776659	1.086534	0.249184	-0.483595	-0.602822	0.101275	0.233959	0.425121	0.543105	0.685253	
 1293	3.110415	8.773196	-0.975741	0.565850	1.081469	0.225691	-0.487709	-0.600909	0.098498	0.223491	0.420857	0.548426	0.687139	
 1294	3.276590	8.795274	-1.277669	0.407612	0.941977	0.240290	-0.490632	-0.599538	0.096459	0.214931	0.416602	0.552326	0.689335	
 1295	3.848872	8.295621	-1.110628	0.439230	0.985118	0.195163	-0.493615	-0.599827	0.090245	0.205681	0.412433	0.556558	0.691258	
 1296	4.152701	7.968077	-0.836285	-0.139117	0.720128	0.163314	-0.497664	-0.600769	0.083150	0.201098	0.408077	0.556425	0.695287	
 1297	4.398900	7.270389	-0.778806	0.213085	0.865301	0.218906	-0.500504	-0.599869	0.077364	0.193252	0.404327	0.558663	0.697903	
 1298	4.242657	6.920131	-0.469048	0.150427	0.987859	0.227024	-0.502164	-0.600691	0.069221	0.185518	0.398980	0.560713	0.701426	
 1299	3.967913	6.781935	-0.172016	0.209337	0.955273	0.245466	-0.505891	-0.599148	0.060980	0.176957	0.394667	0.562867	0.704348	
 1300	3.842986	6.808314	-0.123497	0.372766	0.845312	0.239511	-0.506656	-0.599420	0.055578	0.169021	0.390710	0.566057	0.705944	
 1301	3.783567	6.609398	-0.152952	0.132367	0.753935	0.171389	-0.508478	-0.598884	0.049584	0.162381	0.387209	0.567490	0.708277	
 1302	3.692611	6.282908	-0.168575	0.052219	0.741526	0.162966	-0.509273	-0.597519	0.043669	0.156801	0.382961	0.568458	0.711063	
 1303	3.811802	6.314125	-0.226337	0.108027	0.823513	0.241872	-0.509967	-0.597189	0.037076	0.149342	0.379274	0.569474	0.713826	
 1304	4.173704	6.968767	-0.174364	0.046240	0.929498	0.270873	-0.512523	-0.595901	0.029174	0.141923	0.374237	0.570180	0.717425	
 1305	4.127296	7.066017	-0.027788	0.123767	0.881377	0.270694	-0.513982	-0.593860	0.022825	0.133848	0.370257	0.571177	0.720244	
 1306	4.346076	7.846821	0.104387	0.016507	0.858657	0.191013	-0.513110	-0.591771	0.014219	0.127493	0.365174	0.571759	0.723522	
 1307	5.073936	8.401224	0.106384	0.307177	0.925385	0.148074	-0.513436	-0.589542	0.007411	0.119364	0.360340	0.574481	0.725175	
 1308	4.695725	8.502333	0.103812	0.215272	1.086236	-0.023413	-0.512219	-0.589681	0.000533	0.112503	0.352564	0.577432	0.727746	
 1309	6.014509	10.728983	0.188307	0.522844	1.076897	-0.041224	-0.509868	-0.590845	-0.004148	0.104091	0.345691	0.582436	0.728307	
 1310	7.999711	13.955217	-0.616965	0.238719	1.194981	-0.066627	-0.507152	-0.592233	-0.012019	0.096778	0.336822	0.585651	0.730889	
 1311	3.999959	9.929755	-0.304199	0.097068	1.280076	-0.146671	-0.502273	-0.597139	-0.023280	0.089380	0.327318	0.587944	0.734300	
 1312	3.700426	10.662799	-0.363649	0.821533	0.901244	-0.032708	-0.497382	-0.599943	-0.028624	0.081622	0.321215	0.594890	0.732301	
 1313	5.761826	13.175688	-2.641176	0.706447	0.818536	0.052434	-0.497260	-0.601013	-0.026091	0.073470	0.316718	0.600478	0.730560	
 1314	4.982339	11.059840	-1.938390	0.752833	0.675901	0.144252	-0.496017	-0.600934	-0.026946	0.065968	0.313178	0.606032	0.728212	
 1315	5.072530	10.870998	-2.776710	0.802474	0.545965	0.254167	-0.496116	-0.601515	-0.023618	0.057667	0.311882	0.611414	0.724967	
 1316	5.302614	10.491043	-3.059473	0.713979	0.461847	0.177834	-0.495264	-0.600938	-0.016333	0.051325	0.310015	0.616324	0.722081	
 1317	5.064602	10.274119	-3.379958	0.680404	0.393731	0.054799	-0.492096	-0.601365	-0.011722	0.045760	0.308484	0.621320	0.718822	
 1318	4.693959	9.514472	-3.083309	0.558143	0.424134	-0.122091	-0.490610	-0.603001	-0.012989	0.042278	0.304914	0.625934	0.716552	
 1319	3.802706	8.596048	-2.811457	0.394725	0.514922	-0.300298	-0.484693	-0.608738	-0.013095	0.039373	0.300138	0.630005	0.715165	
 1320	2.897419	7.723344	-2.309745	0.259578	0.522468	-0.416232	-0.478074	-0.611974	-0.014457	0.038279	0.293863	0.633347	0.714878	
 1321	2.420911	6.780841	-1.659657	0.124591	0.520823	-0.414319	-0.469709	-0.617779	-0.017082	0.036969	0.288172	0.635807	0.715081	
 1322	2.377450	6.537763	-1.500500	0.124647	0.547471	-0.339417	-0.462425	-0.621147	-0.020676	0.035558	0.282127	0.637911	0.715688	
 1323	2.371136	6.376405	-1.333915	0.170528	0.544171	-0.184408	-0.456303	-0.622935	-0.024321	0.032338	0.277709	0.640024	0.715682	
 1324	2.638220	5.884558	-1.256338	0.178285	0.496544	-0.023356	-0.452302	-0.624046	-0.026622	0.028836	0.274046	0.641563	0.715866	
 1325	2.614962	5.843208	-1.237317	-0.180549	0.456788	0.014761	-0.449587	-0.624241	-0.031666	0.025719	0.271405	0.640560	0.717886	
 1326	2.574432	5.381710	-1.177341	0.249986	0.614461	0.125973	-0.449964	-0.621978	-0.034064	0.020205	0.267844	0.642203	0.717932	
 1327	2.881833	5.785257	-1.303372	0.078824	0.445560	0.190135	-0.448954	-0.620719	-0.037056	0.015200	0.266464	0.642557	0.718252	
 1328	3.068264	6.132652	-1.321544	0.095632	0.436482	0.222303	-0.448418	-0.616579	-0.038967	0.010549	0.264752	0.642757	0.718789	
 1329	3.738052	7.306311	-1.421312	0.106706	0.429089	0.182312	-0.448817	-0.615092	-0.041912	0.005634	0.263433	0.643309	0.718836	
 1330	4.649333	8.740616	-1.853202	0.067147	0.480916	0.081624	-0.448388	-0.613918	-0.043606	0.001783	0.260483	0.643643	0.719631	
 1331	5.185851	9.676554	-2.001425	0.137982	0.449156	0.072974	-0.447492	-0.609338	-0.046021	-0.002563	0.258316	0.644701	0.719463	
 1332	4.591370	9.657171	-1.970176	-0.003494	0.376923	0.141812	-0.447682	-0.606591	-0.049871	-0.005999	0.256496	0.644343	0.720414	
 1333	5.226692	10.635505	-2.396009	0.218601	0.319590	0.374806	-0.447084	-0.604255	-0.050600	-0.011883	0.257193	0.645213	0.719312	
 1334	5.708100	11.712709	-2.574344	0.239251	0.263770	0.498806	-0.451474	-0.598997	-0.050804	-0.017783	0.258458	0.645657	0.718339	
 1335	5.215633	11.653518	-2.405062	0.252666	0.119950	0.476955	-0.456291	-0.593849	-0.049165	-0.023189	0.261230	0.646530	0.716394	
 1336	7.501866	14.255077	-1.435793	0.398387	0.034293	0.506102	-0.458209	-0.586303	-0.045699	-0.028071	0.264133	0.648090	0.713740	
 1337	6.788460	14.386993	-2.742343	-0.472523	0.316156	0.449871	-0.463130	-0.579971	-0.046188	-0.032624	0.265526	0.643773	0.716929	
 1338	5.546107	11.678322	-0.383397	0.303195	0.222059	0.447102	-0.464713	-0.572205	-0.049250	-0.038056	0.266684	0.644725	0.715375	
 1339	2.843483	9.340055	0.776388	-0.181457	0.214901	0.170041	-0.464563	-0.568998	-0.054008	-0.040680	0.266885	0.643227	0.716503	
 1340	4.316148	11.228762	0.839325	0.077284	0.260105	-0.102147	-0.461635	-0.568081	-0.057149	-0.041821	0.264304	0.643994	0.716705	
 1341	3.575532	11.299315	1.213642	-0.150496	0.302752	-0.397935	-0.457311	-0.567900	-0.063422	-0.040983	0.260155	0.644154	0.718127	
 1342	3.034069	11.123951	1.291677	-0.170053	0.247626	-0.551183	-0.448616	-0.569626	-0.066902	-0.038168	0.254864	0.644301	0.720044	
 1343	2.431640	10.446374	1.541959	-0.079379	0.195097	-0.540062	-0.434428	-0.573049	-0.070989	-0.035740	0.250464	0.645329	0.720792	
 1344	2.021498	10.058438	1.293099	-0.033310	0.051489	-0.455836	-0.427450	-0.573708	-0.072691	-0.032691	0.247135	0.646253	0.721258	
 1345	1.583379	9.270304	0.913175	0.085524	-0.115544	-0.380878	-0.418977	-0.575624	-0.072710	-0.029755	0.245869	0.648145	0.720119	
 1346	1.692571	8.710103	0.340679	0.155793	-0.271058	-0.296914	-0.414253	-0.577085	-0.070556	-0.026231	0.245822	0.650119	0.718491	
 1347	1.959377	8.079784	-0.103753	0.205378	-0.333166	-0.195873	-0.408616	-0.577481	-0.065252	-0.023463	0.247229	0.652464	0.715973	
 1348	2.062249	7.398760	-0.375543	0.155148	-0.362832	-0.114047	-0.403981	-0.577385	-0.062144	-0.020649	0.249019	0.653984	0.714051	
 1349	2.034453	6.709146	-0.402885	0.092688	-0.321914	-0.034522	-0.402043	-0.576959	-0.059071	-0.018801	0.251385	0.655109	0.712239	
 1350	2.321837	6.682608	-0.595606	0.039371	-0.259927	-0.014041	-0.399085	-0.573157	-0.055882	-0.017083	0.253111	0.655519	0.711293	
 1351	2.876912	6.188879	-0.497804	0.147331	-0.144737	0.018834	-0.396955	-0.572119	-0.054125	-0.016902	0.254540	0.656861	0.709547	
 1352	2.864945	5.599649	0.118552	0.080402	-0.146956	0.049219	-0.394132	-0.569504	-0.053905	-0.016477	0.255866	0.657378	0.708602	
 1353	3.033392	6.282954	-0.065199	-0.012915	-0.165909	0.001873	-0.390983	-0.565769	-0.049368	-0.015627	0.257352	0.657615	0.707862	
 1354	3.251484	6.082923	0.253227	0.039238	-0.117039	-0.026449	-0.388846	-0.565661	-0.050299	-0.014757	0.257974	0.658026	0.707272	
 1355	3.455276	6.455305	0.440755	0.046670	-0.097755	-0.027332	-0.385492	-0.562386	-0.049634	-0.014307	0.258773	0.658728	0.706335	
 1356	3.535689	6.453572	0.703426	0.115773	-0.112007	-0.009839	-0.384428	-0.559461	-0.048586	-0.013786	0.259455	0.659634	0.705249	
 1357	3.692406	6.716156	0.718427	0.183025	-0.142766	0.059167	-0.382002	-0.556186	-0.045840	-0.014010	0.261119	0.661048	0.703304	
 1358	4.508657	7.818863	0.409599	0.324765	-0.177771	0.142698	-0.379708	-0.551976	-0.043089	-0.014673	0.263237	0.663027	0.700633	
 1359	4.876853	8.361979	0.410753	0.326681	-0.197051	0.187626	-0.379149	-0.548161	-0.036310	-0.015832	0.266109	0.665076	0.697574	
 1360	5.093749	9.152325	0.169948	0.320984	-0.186091	0.212482	-0.378540	-0.544111	-0.033937	-0.016918	0.268738	0.666821	0.694869	
 1361	5.622118	10.251988	-0.151958	0.337650	-0.200754	0.200179	-0.377621	-0.538509	-0.030318	-0.018183	0.271709	0.668866	0.691709	
 1362	5.581802	10.624302	-0.355509	0.205109	-0.178630	0.171573	-0.375266	-0.535836	-0.026382	-0.018719	0.274025	0.669896	0.689782	
 1363	5.033660	10.419845	-0.263247	0.136021	-0.145035	0.113812	-0.373145	-0.531581	-0.024578	-0.019214	0.276060	0.670743	0.688132	
 1364	5.207365	11.221025	-0.470326	0.119817	-0.061727	0.040406	-0.368344	-0.528306	-0.023151	-0.019396	0.276703	0.671515	0.687115	
 1365	10.402478	17.269233	-2.126682	1.002040	-0.017785	0.179596	-0.367977	-0.524023	-0.017714	-0.023613	0.278131	0.678057	0.679944	
 1366	3.108933	9.102424	0.836151	-0.429318	0.091250	-0.003567	-0.363264	-0.522901	-0.023814	-0.023002	0.277554	0.675169	0.683068	
 1367	2.424338	10.227055	-0.759538	0.353049	0.251090	-0.063334	-0.357383	-0.522063	-0.021418	-0.025532	0.275597	0.677867	0.681095	
 1368	2.177297	9.996581	-1.003532	0.583110	-0.092381	-0.136052	-0.352345	-0.520363	-0.020534	-0.025573	0.275119	0.682273	0.676875	
 1369	2.913886	12.465482	-2.529295	0.755577	-0.354781	-0.300154	-0.345450	-0.519382	-0.010180	-0.023429	0.275487	0.688476	0.670491	
 1370	3.329347	12.770733	-2.960005	0.769755	-0.519927	-0.382481	-0.337298	-0.521144	-0.000589	-0.019391	0.276115	0.694825	0.663779	
 1371	3.638764	13.167093	-3.707811	0.612870	-0.538445	-0.487155	-0.326323	-0.523376	0.011718	-0.014289	0.276350	0.700553	0.657763	
 1372	3.154570	11.836408	-3.427945	0.208079	-0.456514	-0.583745	-0.314798	-0.527216	0.019222	-0.007811	0.275197	0.703625	0.655071	
 1373	2.512645	10.355099	-3.007065	-0.077525	-0.271076	-0.635240	-0.305748	-0.528920	0.020580	-0.001670	0.272648	0.705147	0.654544	
 1374	1.760595	8.603277	-2.410133	-0.286461	-0.130061	-0.627824	-0.294554	-0.532252	0.018307	0.004152	0.269040	0.705015	0.656166	
 1375	1.292503	7.106018	-1.803593	-0.527986	0.011662	-0.553222	-0.283625	-0.536105	0.013067	0.009014	0.265153	0.703319	0.659511	
 1376	1.100854	6.015591	-1.263146	-0.571762	0.135331	-0.386386	-0.274976	-0.538305	0.005833	0.012142	0.261456	0.700615	0.663801	
 1377	1.177912	5.361012	-0.807740	-0.515807	0.266000	-0.189076	-0.268743	-0.539524	-0.000872	0.012798	0.258401	0.698011	0.667716	
 1378	1.397776	5.012324	-0.604869	-0.411215	0.298797	0.009480	-0.263672	-0.539431	-0.007633	0.011727	0.256387	0.695317	0.671313	
 1379	1.681534	5.014959	-0.448299	-0.276906	0.346414	0.147243	-0.262117	-0.536981	-0.012579	0.008964	0.255148	0.693415	0.673791	
 1380	1.910000	5.132553	-0.448713	-0.288992	0.339895	0.180304	-0.258868	-0.537319	-0.017190	0.006147	0.254051	0.691078	0.676633	
 1381	2.123185	4.989470	-0.479097	-0.203100	0.312881	0.236421	-0.260558	-0.533443	-0.022858	0.002824	0.253654	0.689407	0.678505	
