// Start Time: 0
// Sample rate: 50.0Hz
// Scenario: 4.9
// Firmware Version: 2.5.1
Counter	Acc_X	Acc_Y	Acc_Z	Gyr_X	Gyr_Y	Gyr_Z	Mag_X	Mag_Y	Mag_Z	Quat_w	Quat_x	Quat_y	Quat_z
 1382	2.467774	5.585176	-0.735823	-0.255225	0.243730	0.260700	-0.259654	-0.533548	-0.025476	0.000038	0.253758	0.687062	0.680847	
 1383	2.973944	6.330413	-0.825112	-0.081000	0.272223	0.264532	-0.258854	-0.530600	-0.030062	-0.003512	0.253830	0.686121	0.681759	
 1384	3.343878	7.523322	-0.858878	-0.161230	0.240492	0.218884	-0.258231	-0.528948	-0.033073	-0.006229	0.253666	0.684502	0.683426	
 1385	3.741736	8.458172	-0.908445	-0.000847	0.177171	0.145635	-0.256499	-0.528829	-0.034431	-0.008527	0.253569	0.684396	0.683544	
 1386	4.165469	10.078820	-1.356328	0.023447	0.038732	0.062530	-0.255020	-0.526973	-0.038321	-0.009263	0.253699	0.684443	0.683439	
 1387	4.052606	10.853858	-1.370961	0.126919	0.004524	-0.000251	-0.252240	-0.527930	-0.036552	-0.009705	0.253771	0.685596	0.682250	
 1388	4.185472	11.830691	-1.519563	0.293175	-0.159558	-0.002040	-0.248693	-0.529399	-0.034875	-0.009324	0.254785	0.687661	0.679794	
 1389	3.436974	11.838547	-1.501832	0.255159	-0.248602	-0.011531	-0.245603	-0.528937	-0.031861	-0.008257	0.256471	0.689737	0.677065	
 1390	2.296336	11.277790	-1.045288	0.358225	-0.375188	0.057499	-0.243461	-0.530461	-0.027333	-0.006961	0.259343	0.692085	0.673580	
 1391	9.203554	18.465419	-2.143861	1.669079	-0.482854	0.499043	-0.245498	-0.532592	-0.013453	-0.011375	0.265984	0.702235	0.660295	
 1392	-0.053283	9.392976	0.160691	-0.848600	-0.426008	0.157421	-0.244622	-0.535627	-0.011436	-0.007149	0.269956	0.696277	0.665034	
 1393	3.384234	11.885108	-1.338751	0.399328	-0.374118	0.270171	-0.245848	-0.537082	-0.004849	-0.007425	0.274335	0.698495	0.660901	
 1394	4.260322	11.700086	0.210708	-0.295492	-0.184083	0.163218	-0.247553	-0.537877	-0.008447	-0.006392	0.276680	0.696152	0.662405	
 1395	4.844747	13.045444	-0.648217	-0.513683	0.045530	0.010934	-0.247128	-0.541373	-0.010612	-0.005353	0.276510	0.692954	0.665828	
 1396	4.095544	11.704109	0.900150	-0.418623	0.169062	-0.191710	-0.246373	-0.545990	-0.016784	-0.004074	0.274045	0.690729	0.669161	
 1397	3.524901	11.322267	1.235508	-0.623820	0.164150	-0.397421	-0.242288	-0.549977	-0.023000	-0.000813	0.270217	0.687820	0.673711	
 1398	2.398965	9.739015	1.438027	-0.506122	0.088858	-0.512552	-0.235312	-0.555299	-0.027847	0.003414	0.266060	0.685825	0.677380	
 1399	1.515808	8.165478	1.778205	-0.075202	0.088851	-0.529204	-0.229721	-0.559096	-0.029283	0.006649	0.261780	0.686876	0.677959	
 1400	0.920510	7.836092	1.114394	-0.046250	-0.018247	-0.616289	-0.223416	-0.565360	-0.029372	0.011091	0.257633	0.688210	0.678136	
 1401	0.849718	7.048513	0.799787	0.308323	-0.140854	-0.608290	-0.217253	-0.574428	-0.027239	0.015492	0.254348	0.691970	0.675459	
 1402	0.909550	7.018503	0.153723	0.188260	-0.286525	-0.587194	-0.212637	-0.579667	-0.022206	0.020979	0.252214	0.694723	0.673282	
 1403	1.300371	6.430604	-0.305392	0.479485	-0.390260	-0.417001	-0.207646	-0.584093	-0.014595	0.025414	0.251935	0.699026	0.668764	
 1404	1.541166	6.827056	-0.849633	0.331903	-0.306785	-0.334692	-0.204490	-0.588125	-0.007766	0.028978	0.251698	0.702048	0.665535	
 1405	1.720663	6.388543	-0.857477	0.251761	-0.281594	-0.245222	-0.202715	-0.593954	-0.003191	0.032085	0.251813	0.704377	0.662883	
 1406	1.940617	6.380294	-1.045020	0.214389	-0.242399	-0.179633	-0.201220	-0.600565	0.000819	0.034461	0.252192	0.706216	0.660659	
 1407	2.017819	6.343417	-1.074250	0.214336	-0.221322	-0.178616	-0.199848	-0.604780	0.005124	0.036791	0.252362	0.708128	0.658419	
 1408	2.107668	6.432745	-1.057452	0.083857	-0.264346	-0.226099	-0.199470	-0.610529	0.010011	0.039957	0.252501	0.709196	0.657029	
 1409	2.176233	6.678518	-0.968015	-0.018764	-0.276034	-0.326857	-0.196307	-0.614412	0.011494	0.044228	0.251889	0.709905	0.656225	
 1410	2.316835	6.956307	-0.756780	-0.005852	-0.232904	-0.405048	-0.193591	-0.623315	0.011268	0.048571	0.250507	0.710823	0.655452	
 1411	2.567743	7.783624	-0.782333	0.044326	-0.207894	-0.468607	-0.190316	-0.632388	0.012013	0.053115	0.248467	0.712289	0.654283	
 1412	2.925946	8.571566	-0.564659	0.233611	-0.202181	-0.442687	-0.185825	-0.639626	0.014199	0.056888	0.246728	0.714847	0.651830	
 1413	3.013353	9.592767	-1.054780	0.253408	-0.346027	-0.388242	-0.182504	-0.648226	0.018698	0.061355	0.246269	0.717342	0.648851	
 1414	3.050757	10.580157	-1.061816	0.200765	-0.185810	-0.388301	-0.177786	-0.656906	0.022884	0.064730	0.244781	0.719525	0.646665	
 1415	2.280880	11.232229	-1.425665	0.101881	-0.207329	-0.381790	-0.175811	-0.666539	0.025944	0.068528	0.243360	0.721059	0.645100	
 1416	1.480319	11.466957	-1.528488	0.133749	-0.274811	-0.342173	-0.172663	-0.675227	0.029494	0.072408	0.242726	0.722605	0.643183	
 1417	2.653103	13.830602	-1.430678	0.247318	-0.208178	-0.236084	-0.171885	-0.686448	0.031517	0.074934	0.242445	0.724683	0.640656	
 1418	2.952235	16.269787	-4.786352	0.189620	0.124245	-0.340507	-0.175048	-0.694631	0.040019	0.075772	0.239292	0.726856	0.639279	
 1419	0.540995	11.777519	-1.297915	0.087627	-0.031767	-0.249996	-0.174521	-0.707191	0.039332	0.077519	0.237637	0.728075	0.638299	
 1420	-1.078234	11.124333	-1.925345	-0.088560	-0.059109	-0.190667	-0.176658	-0.716528	0.042265	0.079395	0.236528	0.727961	0.638610	
 1421	-0.131790	12.442910	-2.919936	0.175775	-0.015538	-0.250507	-0.182516	-0.726242	0.047897	0.080887	0.234786	0.729769	0.637001	
 1422	-0.291597	11.955030	-2.804564	0.067976	-0.162028	-0.292932	-0.183966	-0.738538	0.048825	0.083794	0.233705	0.730800	0.635839	
 1423	-0.416772	11.601679	-3.561467	0.448278	-0.167978	-0.267604	-0.188412	-0.747147	0.054563	0.085924	0.232997	0.734263	0.631813	
 1424	-0.173387	11.155717	-3.268334	0.139791	-0.192844	-0.281092	-0.192785	-0.757961	0.058936	0.088808	0.232241	0.735676	0.630046	
 1425	-0.160496	10.654029	-3.204021	0.222856	-0.213458	-0.288497	-0.194973	-0.769267	0.066117	0.091968	0.231439	0.737721	0.627492	
 1426	-0.105199	10.248083	-2.986363	-0.034556	-0.184821	-0.374408	-0.199524	-0.780432	0.069403	0.095779	0.229773	0.738239	0.626924	
 1427	-0.267723	9.691325	-2.653728	-0.211825	-0.113449	-0.437744	-0.201030	-0.793068	0.069119	0.100168	0.226802	0.737985	0.627619	
 1428	-0.438920	8.817416	-2.150517	-0.426412	0.002652	-0.471323	-0.203362	-0.804172	0.062251	0.104090	0.222846	0.736410	0.630242	
 1429	-0.427396	8.207862	-1.708934	-0.484188	0.066526	-0.418410	-0.203739	-0.817797	0.055872	0.107663	0.218567	0.734541	0.633314	
 1430	-0.450760	7.648011	-1.381719	-0.523190	0.074586	-0.338126	-0.206987	-0.829161	0.045866	0.110418	0.215014	0.732077	0.636898	
 1431	-0.266255	7.325776	-0.956166	-0.521378	0.158046	-0.303555	-0.210843	-0.841916	0.036468	0.112682	0.210915	0.729765	0.640516	
 1432	-0.291701	7.371671	-1.116031	-0.507302	0.105857	-0.296466	-0.211673	-0.854796	0.025926	0.114897	0.207469	0.727293	0.644050	
 1433	-0.422227	7.360274	-0.850076	-0.377629	0.076378	-0.361006	-0.211661	-0.869216	0.019561	0.117833	0.203606	0.725881	0.646341	
 1434	-0.239324	7.184099	-0.796801	-0.224870	0.124000	-0.427960	-0.211136	-0.883088	0.013236	0.120177	0.199401	0.725481	0.647668	
 1435	-0.316089	7.557830	-1.095833	-0.322877	0.108714	-0.489024	-0.206843	-0.897836	0.005135	0.123592	0.194437	0.724674	0.649436	
 1436	-0.712050	7.296914	-0.966281	-0.321754	0.058370	-0.461480	-0.202350	-0.914118	-0.004314	0.126812	0.190283	0.723587	0.651255	
 1437	-0.814973	7.416763	-1.032159	-0.327075	-0.014936	-0.326287	-0.194720	-0.927976	-0.012321	0.130079	0.187262	0.722244	0.652974	
 1438	-0.406993	8.476340	-1.583296	-0.226326	-0.070272	-0.205866	-0.191531	-0.942687	-0.016615	0.132377	0.185909	0.721102	0.654161	
 1439	0.064117	9.012487	-1.656766	-0.103072	-0.136511	-0.120539	-0.188547	-0.958131	-0.019862	0.134755	0.185452	0.720673	0.654277	
 1440	-0.123897	8.898858	-1.713902	-0.186763	-0.213999	-0.068438	-0.187070	-0.974308	-0.025224	0.137113	0.186074	0.719333	0.655086	
 1441	0.330820	9.458036	-1.624575	-0.067406	-0.185771	0.035905	-0.182629	-0.989096	-0.027432	0.138745	0.187116	0.718782	0.655049	
 1442	-0.094864	9.360550	-1.666219	-0.168105	-0.170686	0.070186	-0.182185	-1.005172	-0.030183	0.139847	0.188471	0.717357	0.655988	
 1443	-0.024391	9.883462	-1.788186	-0.097030	-0.259180	0.142570	-0.181529	-1.020001	-0.031030	0.141357	0.190717	0.716313	0.656156	
 1444	-0.218872	10.842712	-1.715419	-0.089832	-0.145302	0.184831	-0.179548	-1.036710	-0.031151	0.141379	0.192834	0.715210	0.656736	
 1445	2.446216	15.122794	-1.365707	0.319397	-0.162423	0.255988	-0.182529	-1.052409	-0.027563	0.140623	0.195863	0.716802	0.654261	
 1446	-1.952262	11.604615	-1.015069	-0.679164	-0.105417	0.065210	-0.180468	-1.069864	-0.028760	0.142305	0.196031	0.712112	0.658952	
 1447	1.651264	15.400067	-2.183325	0.430822	-0.035016	0.281149	-0.184266	-1.086233	-0.018013	0.140247	0.198547	0.714571	0.655971	
 1448	-0.963882	12.286474	0.237055	-0.153809	-0.094886	0.306233	-0.185990	-1.100109	-0.020336	0.139246	0.201110	0.712863	0.657261	
 1449	-0.899062	12.801391	-0.095358	0.016621	-0.019515	0.397225	-0.192018	-1.113799	-0.013170	0.137173	0.203733	0.712348	0.657447	
 1450	-1.322408	11.767930	0.334027	-0.214448	-0.003399	0.442465	-0.201696	-1.128458	-0.007323	0.134751	0.206581	0.710070	0.659520	
 1451	-0.981886	10.560624	0.916929	-0.233079	0.129469	0.589799	-0.218222	-1.140831	-0.005091	0.130903	0.209200	0.707655	0.662061	
 1452	-0.282303	10.185824	1.019481	-0.326420	0.224184	0.681304	-0.230949	-1.153580	-0.003958	0.125513	0.212073	0.704387	0.665666	
 1453	-0.199464	10.129994	1.107301	-0.386598	0.390642	0.528152	-0.241642	-1.162646	-0.002907	0.120572	0.212282	0.701311	0.669747	
 1454	-0.741820	8.739576	2.092543	-0.157705	0.289357	0.439522	-0.250667	-1.172858	-0.004708	0.115961	0.213202	0.699708	0.671943	
 1455	-1.235533	8.856577	2.066655	-0.247837	0.114596	0.338958	-0.257266	-1.182603	-0.003939	0.113969	0.214051	0.697546	0.674257	
 1456	-1.417564	8.803994	1.952416	-0.072271	-0.018222	0.326443	-0.266240	-1.191156	0.000974	0.112079	0.216335	0.696383	0.675047	
 1457	-1.419602	9.114102	1.518812	0.011714	-0.092920	0.338066	-0.270776	-1.200211	0.007503	0.111042	0.218814	0.695686	0.675138	
 1458	-1.317964	9.242928	1.107724	0.062076	-0.124724	0.381232	-0.272834	-1.207373	0.015021	0.109230	0.222343	0.695174	0.674808	
 1459	-1.089247	9.425133	0.861341	0.071419	-0.134767	0.452106	-0.279522	-1.210496	0.019895	0.107636	0.225912	0.694540	0.674531	
 1460	-0.858896	9.501978	0.614408	0.092142	-0.213518	0.550258	-0.286884	-1.216549	0.026554	0.105228	0.231235	0.693725	0.673947	
 1461	-0.738334	9.433357	0.517866	0.122081	-0.251869	0.585987	-0.300514	-1.217192	0.036769	0.103467	0.236526	0.692947	0.673182	
 1462	-0.403246	9.462413	0.451955	0.131371	-0.247301	0.583119	-0.309028	-1.219137	0.043816	0.100974	0.242328	0.692231	0.672234	
 1463	-0.050632	9.687497	0.166979	0.101328	-0.209980	0.539798	-0.317443	-1.219846	0.050353	0.099312	0.246953	0.691408	0.671645	
 1464	0.190256	9.514849	0.320447	0.282220	-0.188745	0.559406	-0.327710	-1.219216	0.058530	0.096191	0.252327	0.691769	0.669727	
 1465	0.093544	9.807708	0.104782	0.093688	-0.156881	0.501301	-0.336984	-1.218655	0.065967	0.094472	0.256290	0.690993	0.669267	
 1466	0.091199	9.665366	0.156667	0.164345	-0.067498	0.484390	-0.343997	-1.217834	0.069675	0.091305	0.260202	0.690828	0.668367	
 1467	0.194882	10.210656	-0.486629	0.235060	-0.069833	0.509291	-0.353657	-1.215546	0.077246	0.088596	0.263733	0.691027	0.667142	
 1468	0.151086	10.140242	-0.338538	0.261292	-0.084302	0.569215	-0.363472	-1.212697	0.084281	0.084720	0.268415	0.691231	0.665565	
 1469	0.297510	10.073942	-0.540399	0.232437	-0.090890	0.653943	-0.376874	-1.207012	0.091663	0.081233	0.273041	0.690967	0.664390	
 1470	0.787685	9.965826	-0.729664	0.212782	-0.054405	0.711126	-0.391674	-1.202715	0.099202	0.076331	0.278440	0.690427	0.663292	
 1471	1.272578	9.893299	-0.904374	0.237017	-0.057104	0.741376	-0.407368	-1.197367	0.104158	0.072026	0.283413	0.689924	0.662189	
 1472	1.539504	9.456080	-0.678257	0.132579	-0.022950	0.738601	-0.423757	-1.190765	0.105343	0.066944	0.288702	0.688726	0.661685	
 1473	1.746075	9.527355	-0.898809	0.173323	0.079981	0.754848	-0.442422	-1.184683	0.112660	0.061780	0.292780	0.687793	0.661365	
 1474	2.093258	9.310200	-0.734089	0.144438	0.088899	0.749202	-0.459824	-1.176920	0.114199	0.055820	0.297380	0.686642	0.661039	
 1475	2.676172	9.447401	-0.795766	0.104243	0.119719	0.747254	-0.476487	-1.168835	0.115121	0.050622	0.301078	0.685230	0.661248	
 1476	2.715974	9.034310	-0.838724	0.115421	0.110561	0.698313	-0.491862	-1.159252	0.116282	0.044928	0.305135	0.683983	0.661091	
 1477	2.859320	8.758422	-0.855133	0.121049	0.084850	0.658447	-0.507743	-1.152363	0.117371	0.040483	0.308447	0.682878	0.660984	
 1478	3.294122	8.828602	-1.007363	0.097678	0.071742	0.604660	-0.521933	-1.145186	0.118973	0.035725	0.312086	0.681728	0.660736	
 1479	3.919840	8.985732	-1.083476	0.124670	0.058909	0.556388	-0.535800	-1.138065	0.119258	0.032085	0.314875	0.680909	0.660444	
 1480	4.379477	8.989874	-1.274417	0.081611	0.087860	0.498206	-0.548123	-1.131176	0.119639	0.027969	0.317658	0.679954	0.660284	
 1481	4.064619	8.305294	-1.111541	0.119031	0.060607	0.478859	-0.556939	-1.124641	0.120909	0.024800	0.319923	0.679310	0.659979	
 1482	4.177721	8.109010	-1.175230	0.163640	0.103927	0.435768	-0.565803	-1.118586	0.121098	0.020727	0.322182	0.679069	0.659268	
 1483	4.337402	8.024449	-1.166814	0.086260	0.092400	0.409721	-0.576034	-1.112352	0.122272	0.017859	0.323785	0.678413	0.659243	
 1484	4.534402	8.246635	-1.393719	0.085173	0.120769	0.383971	-0.584234	-1.106974	0.122895	0.014267	0.325554	0.677801	0.659088	
 1485	4.552614	8.155790	-1.391877	0.111362	0.082392	0.369929	-0.593022	-1.102596	0.121861	0.011601	0.326982	0.677420	0.658825	
 1486	4.576704	8.306768	-1.381642	0.080640	0.028965	0.292081	-0.596672	-1.100369	0.123532	0.009252	0.328725	0.677051	0.658374	
 1487	4.577503	8.547377	-1.437796	0.023799	-0.026447	0.216043	-0.601491	-1.097478	0.122196	0.008585	0.329843	0.676575	0.658313	
 1488	4.501918	8.621071	-1.453818	-0.019125	-0.052426	0.119014	-0.603662	-1.094609	0.122634	0.008255	0.330937	0.676106	0.658249	
 1489	4.362574	8.633880	-1.455521	-0.058228	-0.107710	0.038447	-0.603072	-1.095871	0.121449	0.009547	0.331404	0.675667	0.658448	
 1490	4.235051	8.672251	-1.409320	-0.071187	-0.165572	-0.016282	-0.602695	-1.094783	0.121356	0.011046	0.332323	0.675290	0.658349	
 1491	4.289718	8.857432	-1.415784	-0.095390	-0.188655	-0.019240	-0.599678	-1.096235	0.119923	0.013365	0.332945	0.674782	0.658513	
 1492	4.203166	8.884254	-1.367434	-0.119605	-0.194281	-0.014652	-0.595880	-1.096610	0.118824	0.015209	0.334055	0.674070	0.658640	
 1493	4.093722	8.836798	-1.331321	-0.145699	-0.196254	-0.019258	-0.596427	-1.098189	0.117963	0.017727	0.334729	0.673218	0.659105	
 1494	4.165703	8.846519	-1.295723	-0.136323	-0.206285	0.005570	-0.595051	-1.097712	0.117256	0.019574	0.336047	0.672317	0.659302	
 1495	4.173641	8.665608	-1.224952	-0.109255	-0.202450	0.018538	-0.591937	-1.098203	0.117984	0.021741	0.337035	0.671564	0.659498	
 1496	4.263358	8.489236	-1.092351	-0.117668	-0.175922	0.020502	-0.592291	-1.099438	0.115803	0.023224	0.338252	0.670734	0.659669	
 1497	4.221456	8.414049	-1.068638	-0.072079	-0.132535	0.013451	-0.591321	-1.100551	0.114511	0.024802	0.338769	0.670243	0.659844	
 1498	4.260604	8.592178	-1.340500	-0.015292	-0.141399	-0.028998	-0.590302	-1.100125	0.117124	0.026034	0.339449	0.670260	0.659431	
 1499	4.389688	8.753206	-1.416767	-0.026636	-0.085542	-0.025968	-0.588681	-1.100708	0.118825	0.027377	0.339421	0.670210	0.659441	
 1500	4.216383	8.656516	-1.349536	0.035812	-0.067703	-0.029408	-0.586720	-1.099751	0.116959	0.027945	0.339625	0.670582	0.658934	
 1501	4.162895	8.723975	-1.277212	0.031108	-0.048461	-0.040345	-0.584612	-1.102439	0.120665	0.028917	0.339289	0.670969	0.658671	
 1502	4.117349	8.856460	-1.343281	0.013394	-0.059564	-0.044106	-0.582972	-1.101962	0.120109	0.029604	0.339334	0.671243	0.658337	
 1503	4.066608	9.001687	-1.452305	-0.034233	-0.037825	-0.036635	-0.581020	-1.103143	0.120618	0.030686	0.338948	0.671190	0.658541	
 1504	4.070343	8.798163	-1.329024	-0.021010	-0.087266	-0.019383	-0.578796	-1.102597	0.121571	0.031514	0.339330	0.671145	0.658351	
 1505	4.071394	8.764834	-1.214420	0.016239	-0.057690	-0.023774	-0.577893	-1.103648	0.121614	0.032455	0.339190	0.671371	0.658148	
 1506	4.113754	8.660128	-1.224713	0.019918	-0.038426	-0.033818	-0.576275	-1.104082	0.120507	0.032911	0.339166	0.671659	0.657844	
 1507	4.112146	8.612026	-1.215389	0.036727	-0.055763	-0.055117	-0.574410	-1.106380	0.121797	0.033955	0.338824	0.672121	0.657494	
 1508	4.183532	8.646563	-1.225095	0.051627	-0.059369	-0.078212	-0.571795	-1.105831	0.122909	0.034738	0.338650	0.672759	0.656890	
 1509	4.111891	8.606263	-1.289547	0.068322	-0.035423	-0.101084	-0.569634	-1.106295	0.125181	0.035819	0.337892	0.673585	0.656376	
 1510	4.105095	8.575371	-1.306414	0.155005	-0.025729	-0.106462	-0.565776	-1.106747	0.128096	0.036212	0.337342	0.675006	0.655177	
 1511	4.179426	8.716862	-1.392094	0.181967	0.003694	-0.141396	-0.561090	-1.108610	0.130092	0.036888	0.336113	0.676719	0.654002	
 1512	4.057035	8.684218	-1.511279	0.139856	0.061243	-0.137364	-0.558220	-1.109656	0.131063	0.036947	0.334776	0.678170	0.653181	
 1513	3.844126	8.772215	-1.605525	0.112804	0.063885	-0.118847	-0.555380	-1.111882	0.134020	0.037284	0.333293	0.679374	0.652669	
 1514	3.776929	8.762595	-1.643535	0.094175	0.064719	-0.088396	-0.551803	-1.112982	0.136372	0.037153	0.332247	0.680360	0.652183	
 1515	3.900391	8.836420	-1.672401	0.057855	0.055323	-0.051648	-0.551018	-1.113112	0.136688	0.037278	0.331269	0.680979	0.652026	
 1516	4.086433	8.898854	-1.694431	0.015882	0.070642	-0.018473	-0.547964	-1.114605	0.136060	0.036911	0.330630	0.681224	0.652117	
 1517	4.280903	8.904830	-1.640269	0.009379	0.067817	-0.009351	-0.547907	-1.115725	0.134443	0.036811	0.329857	0.681392	0.652337	
 1518	4.368840	8.823128	-1.574128	-0.027939	0.083160	-0.015790	-0.546918	-1.117126	0.133549	0.036487	0.329138	0.681346	0.652767	
 1519	4.379990	8.727182	-1.560324	-0.047558	0.097702	-0.030487	-0.545676	-1.115044	0.132858	0.036479	0.328026	0.681220	0.653459	
 1520	4.407304	8.530006	-1.504072	-0.038226	0.097739	-0.046164	-0.544967	-1.116960	0.131404	0.036288	0.327000	0.681209	0.653994	
 1521	4.365064	8.332029	-1.447513	-0.017718	0.119894	-0.021082	-0.544416	-1.117511	0.129426	0.035937	0.325840	0.681249	0.654551	
 1522	4.556217	8.368544	-1.488830	0.010234	0.142982	0.031586	-0.543837	-1.117024	0.128133	0.034771	0.325063	0.681317	0.654929	
 1523	4.691333	8.285952	-1.597465	0.051299	0.134968	0.078571	-0.543156	-1.118242	0.126153	0.033399	0.324536	0.681483	0.655090	
 1524	4.754875	8.034196	-1.670784	0.000951	0.141987	0.101593	-0.546003	-1.116687	0.125726	0.031812	0.324238	0.681258	0.655549	
 1525	4.935308	7.975617	-1.755586	-0.031775	0.172009	0.096126	-0.547342	-1.115858	0.124582	0.030294	0.323593	0.680829	0.656385	
 1526	5.018673	7.861482	-1.749372	-0.057081	0.221346	0.070532	-0.549381	-1.116040	0.119368	0.028558	0.322543	0.680344	0.657482	
 1527	5.097036	7.768338	-1.716724	-0.070222	0.247823	0.029136	-0.549398	-1.117613	0.116134	0.027034	0.320968	0.679891	0.658785	
 1528	5.372659	7.797035	-1.674764	-0.079594	0.267885	0.022677	-0.548331	-1.117743	0.111521	0.025369	0.319275	0.679416	0.660162	
 1529	5.828630	7.905089	-1.791024	-0.075873	0.284363	0.097305	-0.548265	-1.118728	0.107366	0.023099	0.317963	0.678700	0.661613	
 1530	6.168895	7.747855	-1.881830	-0.046979	0.319364	0.193339	-0.551567	-1.118432	0.102612	0.019852	0.317090	0.677896	0.662961	
 1531	6.699845	7.953676	-2.055311	0.002349	0.365459	0.276463	-0.556114	-1.117009	0.098731	0.015512	0.316526	0.677120	0.664138	
 1532	7.019637	8.026584	-2.168752	0.052657	0.396921	0.349443	-0.561515	-1.114590	0.095880	0.010387	0.316199	0.676468	0.665057	
 1533	6.986070	7.593079	-2.065620	0.054420	0.453781	0.330436	-0.567938	-1.111258	0.090436	0.004833	0.315475	0.675833	0.666110	
 1534	6.779837	7.146252	-1.995264	0.056157	0.515254	0.300457	-0.573286	-1.107427	0.088812	-0.000778	0.314010	0.675324	0.667333	
 1535	6.409911	6.609526	-1.831381	0.084088	0.562263	0.298165	-0.577981	-1.105987	0.084521	-0.007029	0.312386	0.674933	0.668454	
 1536	6.210264	6.338757	-1.819928	0.076669	0.576959	0.358288	-0.584325	-1.102998	0.078008	-0.013507	0.310875	0.674322	0.669675	
 1537	6.060947	5.937861	-1.737633	0.086047	0.626643	0.497951	-0.593176	-1.096534	0.072989	-0.021610	0.310193	0.673237	0.670869	
 1538	6.189881	5.858016	-1.619057	0.045160	0.621845	0.605753	-0.602533	-1.089815	0.065402	-0.029950	0.310019	0.671553	0.672315	
 1539	6.370997	5.918641	-1.674552	0.060066	0.632005	0.638039	-0.617124	-1.082063	0.058429	-0.039017	0.310259	0.669743	0.673543	
 1540	6.414921	5.756111	-1.541675	-0.003323	0.611386	0.557583	-0.629477	-1.073503	0.050008	-0.046806	0.309806	0.667782	0.675201	
 1541	6.466845	5.676389	-1.475363	-0.087318	0.590595	0.395923	-0.641648	-1.063640	0.037339	-0.053568	0.308786	0.665639	0.677278	
 1542	6.607639	5.633208	-1.263392	-0.124753	0.604004	0.223416	-0.650308	-1.057199	0.022706	-0.058667	0.306182	0.663819	0.679820	
 1543	6.737114	5.806220	-1.215253	-0.145551	0.637665	-0.004301	-0.652302	-1.052724	0.010611	-0.062907	0.302244	0.662405	0.682577	
 1544	6.634391	5.977065	-1.068048	-0.091663	0.626869	-0.268999	-0.650662	-1.049255	-0.003406	-0.064898	0.296174	0.662234	0.685212	
 1545	6.553562	6.415428	-0.993691	-0.067576	0.581033	-0.550558	-0.644638	-1.049434	-0.017195	-0.065309	0.288975	0.662942	0.687558	
 1546	6.415979	6.879564	-1.172420	-0.037802	0.481136	-0.804744	-0.630847	-1.052957	-0.029732	-0.062809	0.280282	0.664715	0.689674	
 1547	5.751012	6.989028	-0.908240	-0.063885	0.430590	-0.975447	-0.614907	-1.057867	-0.040281	-0.059336	0.271281	0.666642	0.691718	
 1548	5.389353	7.912385	-1.310773	-0.121613	0.340454	-0.969470	-0.599373	-1.062230	-0.051248	-0.054522	0.262460	0.668243	0.693969	
 1549	5.436079	8.582959	-1.403177	-0.138229	0.336833	-0.730634	-0.587740	-1.063977	-0.060422	-0.051923	0.255754	0.668961	0.695978	
 1550	5.413456	9.312710	-1.251058	-0.234963	0.364909	-0.393886	-0.580950	-1.061994	-0.074129	-0.050976	0.250636	0.668181	0.698654	
 1551	5.226948	9.790942	-1.070809	-0.159892	0.291322	-0.070395	-0.583937	-1.056914	-0.085477	-0.052612	0.248667	0.667071	0.700296	
 1552	5.360283	10.585277	-0.696666	-0.097142	0.254213	0.100970	-0.589880	-1.049380	-0.094037	-0.054729	0.247550	0.666052	0.701497	
 1553	7.045062	12.819567	-0.293337	0.052557	0.078873	0.282945	-0.597761	-1.040022	-0.100020	-0.057947	0.249307	0.665658	0.700991	
 1554	7.010272	13.218993	-1.281104	-0.280666	0.159422	0.356827	-0.612128	-1.029578	-0.101990	-0.060764	0.250668	0.662749	0.703020	
 1555	8.616056	14.249341	-0.221247	0.225116	0.020038	0.297807	-0.621764	-1.017653	-0.104170	-0.064140	0.252829	0.663557	0.701181	
 1556	7.403612	14.251121	0.085474	-0.180149	0.157023	-0.115496	-0.628429	-1.007132	-0.108721	-0.063874	0.251018	0.662533	0.702823	
 1557	4.217664	12.665416	0.933252	-0.225077	0.210361	-0.518828	-0.623640	-1.005282	-0.115873	-0.061598	0.246673	0.662089	0.704979	
 1558	2.855681	11.942118	1.739070	-0.178177	0.186166	-0.532167	-0.614292	-1.004847	-0.124359	-0.058595	0.241887	0.662068	0.706911	
 1559	3.597567	12.042511	1.693232	-0.229523	0.270178	-0.360457	-0.608303	-1.003808	-0.133318	-0.057740	0.238081	0.661112	0.709164	
 1560	2.827709	10.747777	2.051078	-0.317842	0.256052	-0.290190	-0.605071	-0.999688	-0.146153	-0.056573	0.234473	0.659441	0.712011	
 1561	3.447900	10.282973	1.804397	-0.262568	0.139765	-0.257865	-0.601940	-0.997750	-0.155818	-0.055442	0.232227	0.658025	0.714143	
 1562	3.736241	9.321309	1.788590	-0.307250	0.125635	-0.264558	-0.599054	-0.995296	-0.165223	-0.053621	0.229704	0.656417	0.716573	
 1563	3.531857	8.233933	1.664337	-0.265101	0.052504	-0.279608	-0.598582	-0.990797	-0.173951	-0.051728	0.227912	0.655030	0.718551	
 1564	3.431871	7.210673	1.506471	-0.197739	-0.027810	-0.256897	-0.597614	-0.989081	-0.180548	-0.049206	0.226478	0.654253	0.719889	
 1565	3.121164	6.156657	1.327866	-0.083797	-0.078430	-0.200665	-0.598148	-0.987725	-0.183638	-0.047428	0.226041	0.654020	0.720357	
